BANKSTATEMENTSHORTID,BANKSTATEMENTITEM,ACCOUNTINGDOCUMENT,ACCOUNTINGDOCUMENTITEM,FISCALYEAR,CLEARINGACCOUNTINGDOCUMENT,COMPANYCODE,CLEARINGDOCFISCALYEAR,ISRESIDUAL,BANKSTATEMENTPROCESSMETHOD,ISRULESPROPOSED
"00063028","00001","1100079230","001","2016","0100018117","F001","2017","N","2","N"
"00063029","00001","1100079231","001","2016","0100018119","F001","2017","N","2","N"
"00063030","00001","1100079233","001","2016","0100018121","F001","2017","N","2","N"
"00063031","00001","1100079234","001","2016","0100018123","F001","2017","N","2","N"
"00063032","00001","1100079235","001","2016","0100018125","F001","2017","N","2","N"
"00063033","00001","1100079236","001","2016","0100018127","F001","2017","N","2","N"
"00063034","00001","1100079237","001","2016","0100018129","F001","2017","N","2","N"
"00063035","00001","1100079239","001","2016","0100018131","F001","2017","N","2","N"
"00063036","00001","1100079240","001","2016","0100018133","F001","2017","N","2","N"
"00063037","00001","1100079241","001","2016","0100018135","F001","2017","N","2","N"
"00063038","00001","1100079242","001","2016","0100018137","F001","2017","N","2","N"
"00063039","00001","1100079243","001","2016","0100018139","F001","2017","N","2","N"
"00063040","00001","1100079244","001","2016","0100018141","F001","2017","N","2","N"
"00063041","00001","1100079245","001","2016","0100018143","F001","2017","N","2","N"
"00063042","00001","1100079246","001","2016","0100018145","F001","2017","N","2","N"
"00063043","00001","1100079248","001","2016","0100018147","F001","2017","N","2","N"
"00063044","00001","1100079249","001","2016","0100018149","F001","2017","N","2","N"
"00063045","00001","1100079250","001","2016","0100018151","F001","2017","N","2","N"
"00063046","00001","1100079252","001","2016","0100018153","F001","2017","N","2","N"
"00063047","00001","1100079253","001","2016","0100018155","F001","2017","N","2","N"
"00063048","00001","1100079255","001","2016","0100018157","F001","2017","N","2","N"
"00063049","00001","1100079256","001","2016","0100018159","F001","2017","N","2","N"
"00063050","00001","1100079257","001","2016","0100018161","F001","2017","N","2","N"
"00063051","00001","1100079258","001","2016","0100018163","F001","2017","N","2","N"
"00063052","00001","1100079260","001","2016","0100018165","F001","2017","N","2","N"
"00063053","00001","1100079261","001","2016","0100018167","F001","2017","N","2","N"
"00063054","00001","1100079264","001","2016","0100018169","F001","2017","N","2","N"
"00063055","00001","1100079265","001","2016","0100018171","F001","2017","N","2","N"
"00063056","00001","1100079267","001","2016","0100018173","F001","2017","N","2","N"
"00063057","00001","1100079269","001","2016","0100018175","F001","2017","N","2","N"
"00063058","00001","1100079270","001","2016","0100018177","F001","2017","N","2","N"
"00063059","00001","1100079271","001","2016","0100018179","F001","2017","N","2","N"
"00063060","00001","1100079273","001","2016","0100018181","F001","2017","N","2","N"
"00063061","00001","1100079275","001","2016","0100018183","F001","2017","N","2","N"
"00063062","00001","1100079277","001","2016","0100018185","F001","2017","N","2","N"
"00063063","00001","1100079279","001","2016","0100018187","F001","2017","N","2","N"
"00063064","00001","1100079280","001","2016","0100018189","F001","2017","N","2","N"
"00063065","00001","1100079281","001","2016","0100018191","F001","2017","N","2","N"
"00063066","00001","1100079282","001","2016","0100018193","F001","2017","N","2","N"
"00063067","00001","1100079283","001","2016","0100018195","F001","2017","N","2","N"
"00063068","00001","1100079284","001","2016","0100018197","F001","2017","N","2","N"
"00063069","00001","1100079285","001","2016","0100018199","F001","2017","N","2","N"
"00063070","00001","1100079286","001","2016","0100018201","F001","2017","N","2","N"
"00063071","00001","1100079287","001","2016","0100018203","F001","2017","N","2","N"
"00063072","00001","1100079288","001","2016","0100018205","F001","2017","N","2","N"
"00063073","00001","1100079289","001","2016","0100018207","F001","2017","N","2","N"
"00063074","00001","1100079290","001","2016","0100018209","F001","2017","N","2","N"
"00063075","00001","1100079291","001","2016","0100018211","F001","2017","N","2","N"
"00063076","00001","1100079292","001","2016","0100018213","F001","2017","N","2","N"
"00063077","00001","1100079293","001","2016","0100018215","F001","2017","N","2","N"
"00063078","00001","1100079294","001","2016","0100018217","F001","2017","N","2","N"
"00063079","00001","1100079296","001","2016","0100018219","F001","2017","N","2","N"
"00063080","00001","1100079297","001","2016","0100018221","F001","2017","N","2","N"
"00063081","00001","1100079298","001","2016","0100018223","F001","2017","N","2","N"
"00063082","00001","1100079299","001","2016","0100018225","F001","2017","N","2","N"
"00063083","00001","1100079300","001","2016","0100018227","F001","2017","N","2","N"
"00063084","00001","1100079301","001","2016","0100018229","F001","2017","N","2","N"
"00063085","00001","1100079302","001","2016","0100018231","F001","2017","N","2","N"
"00063086","00001","1100079303","001","2016","0100018233","F001","2017","N","2","N"
"00063087","00001","1100079304","001","2016","0100018235","F001","2017","N","2","N"
"00063088","00001","1100079305","001","2016","0100018237","F001","2017","N","2","N"
"00063089","00001","1100079306","001","2016","0100018239","F001","2017","N","2","N"
"00063090","00001","1100079307","001","2016","0100018241","F001","2017","N","2","N"
"00063091","00001","1100079308","001","2016","0100018243","F001","2017","N","2","N"
"00063092","00001","1100079309","001","2016","0100018245","F001","2017","N","2","N"
"00063093","00001","1100079310","001","2016","0100018247","F001","2017","N","2","N"
"00063094","00001","1100079311","001","2016","0100018249","F001","2017","N","2","N"
"00063095","00001","1100079312","001","2016","0100018251","F001","2017","N","2","N"
"00063096","00001","1100079314","001","2016","0100018253","F001","2017","N","2","N"
"00063097","00001","1100079315","001","2016","0100018255","F001","2017","N","2","N"
"00063098","00001","1100079317","001","2016","0100018257","F001","2017","N","2","N"
"00063099","00001","1100079319","001","2016","0100018259","F001","2017","N","2","N"
"00063100","00001","1100079320","001","2016","0100018261","F001","2017","N","2","N"
"00063101","00001","1100079321","001","2016","0100018263","F001","2017","N","2","N"
"00063102","00001","1100079322","001","2016","0100018265","F001","2017","N","2","N"
"00063103","00001","1100079323","001","2016","0100018267","F001","2017","N","2","N"
"00063104","00001","1100079325","001","2016","0100018269","F001","2017","N","2","N"
"00063105","00001","1100079326","001","2016","0100018271","F001","2017","N","2","N"
"00063106","00001","1100079327","001","2016","0100018273","F001","2017","N","2","N"
"00063107","00001","1100079328","001","2016","0100018275","F001","2017","N","2","N"
"00063108","00001","1100079329","001","2016","0100018277","F001","2017","N","2","N"
"00063109","00001","1100079330","001","2016","0100018279","F001","2017","N","2","N"
"00063110","00001","1100079331","001","2016","0100018281","F001","2017","N","2","N"
"00063111","00001","1100079332","001","2016","0100018283","F001","2017","N","2","N"
"00063112","00001","1100079333","001","2016","0100018285","F001","2017","N","2","N"
"00063113","00001","1100079334","001","2016","0100018287","F001","2017","N","2","N"
"00063114","00001","1100079335","001","2016","0100018289","F001","2017","N","2","N"
"00063115","00001","1100079336","001","2016","0100018291","F001","2017","N","2","N"
"00063116","00001","1100079337","001","2016","0100018293","F001","2017","N","2","N"
"00063117","00001","1100079338","001","2016","0100018295","F001","2017","N","2","N"
"00063118","00001","1100079339","001","2016","0100018297","F001","2017","N","2","N"
"00063119","00001","1100079340","001","2016","0100018299","F001","2017","N","2","N"
"00063120","00001","1100079341","001","2016","0100018301","F001","2017","N","2","N"
"00063121","00001","1100079342","001","2016","0100018303","F001","2017","N","2","N"
"00063122","00001","1100079343","001","2016","0100018305","F001","2017","N","2","N"
"00063123","00001","1100079344","001","2016","0100018307","F001","2017","N","2","N"
"00063124","00001","1100079345","001","2016","0100018309","F001","2017","N","2","N"
"00063125","00001","1100079346","001","2016","0100018311","F001","2017","N","2","N"
"00063126","00001","1100079348","001","2016","0100018313","F001","2017","N","2","N"
"00063127","00001","1100079349","001","2016","0100018315","F001","2017","N","2","N"
"00063128","00001","1100079350","001","2016","0100018317","F001","2017","N","2","N"
"00063129","00001","1100079352","001","2016","0100018319","F001","2017","N","2","N"
"00063130","00001","1100079353","001","2016","0100018321","F001","2017","N","2","N"
"00063131","00001","1100079354","001","2016","0100018323","F001","2017","N","2","N"
"00063132","00001","1100079355","001","2016","0100018325","F001","2017","N","2","N"
"00063133","00001","1100079356","001","2016","0100018327","F001","2017","N","2","N"
"00063134","00001","1100079357","001","2016","0100018329","F001","2017","N","2","N"
"00063135","00001","1100079358","001","2016","0100018331","F001","2017","N","2","N"
"00063136","00001","1100079359","001","2016","0100018333","F001","2017","N","2","N"
"00063137","00001","1100079360","001","2016","0100018335","F001","2017","N","2","N"
"00063138","00001","1100079361","001","2016","0100018337","F001","2017","N","2","N"
"00063139","00001","1100079362","001","2016","0100018339","F001","2017","N","2","N"
"00063140","00001","1100079363","001","2016","0100018341","F001","2017","N","2","N"
"00063141","00001","1100079364","001","2016","0100018343","F001","2017","N","2","N"
"00063142","00001","1100079365","001","2016","0100018345","F001","2017","N","2","N"
"00063143","00001","1100079366","001","2016","0100018347","F001","2017","N","2","N"
"00063144","00001","1100079368","001","2016","0100018349","F001","2017","N","2","N"
"00063145","00001","1100079369","001","2016","0100018351","F001","2017","N","2","N"
"00063146","00001","1100079370","001","2016","0100018353","F001","2017","N","2","N"
"00063147","00001","1100079371","001","2016","0100018355","F001","2017","N","2","N"
"00063148","00001","1100079372","001","2016","0100018357","F001","2017","N","2","N"
"00063149","00001","1100079373","001","2016","0100018359","F001","2017","N","2","N"
"00063150","00001","1100079374","001","2016","0100018361","F001","2017","N","2","N"
"00063151","00001","1100079375","001","2016","0100018363","F001","2017","N","2","N"
"00063152","00001","1100079376","001","2016","0100018365","F001","2017","N","2","N"
"00063153","00001","1100079377","001","2016","0100018367","F001","2017","N","2","N"
"00063154","00001","1100079378","001","2016","0100018369","F001","2017","N","2","N"
"00063155","00001","1100079379","001","2016","0100018371","F001","2017","N","2","N"
"00063156","00001","1100079380","001","2016","0100018373","F001","2017","N","2","N"
"00063157","00001","1100079381","001","2016","0100018375","F001","2017","N","2","N"
"00063158","00001","1100079382","001","2016","0100018377","F001","2017","N","2","N"
"00063159","00001","1100079384","001","2016","0100018379","F001","2017","N","2","N"
"00063160","00001","1100079385","001","2016","0100018381","F001","2017","N","2","N"
"00063161","00001","1100079387","001","2016","0100018383","F001","2017","N","2","N"
"00063162","00001","1100079389","001","2016","0100018385","F001","2017","N","2","N"
"00063163","00001","1100079390","001","2016","0100018387","F001","2017","N","2","N"
"00063164","00001","1100079391","001","2016","0100018389","F001","2017","N","2","N"
"00063165","00001","1100079393","001","2016","0100018391","F001","2017","N","2","N"
"00063166","00001","1100079394","001","2016","0100018393","F001","2017","N","2","N"
"00063167","00001","1100079395","001","2016","0100018395","F001","2017","N","2","N"
"00063168","00001","1100079396","001","2016","0100018397","F001","2017","N","2","N"
"00063169","00001","1100079397","001","2016","0100018399","F001","2017","N","2","N"
"00063170","00001","1100079398","001","2016","0100018401","F001","2017","N","2","N"
"00063171","00001","1100079399","001","2016","0100018403","F001","2017","N","2","N"
"00063172","00001","1100079400","001","2016","0100018405","F001","2017","N","2","N"
"00063173","00001","1100079401","001","2016","0100018407","F001","2017","N","2","N"
"00063174","00001","1100079402","001","2016","0100018409","F001","2017","N","2","N"
"00063175","00001","1100079403","001","2016","0100018411","F001","2017","N","2","N"
"00063176","00001","1100079404","001","2016","0100018413","F001","2017","N","2","N"
"00063177","00001","1100079405","001","2016","0100018415","F001","2017","N","2","N"
"00063178","00001","1100079407","001","2016","0100018417","F001","2017","N","2","N"
"00063179","00001","1100079408","001","2016","0100018419","F001","2017","N","2","N"
"00063180","00001","1100079409","001","2016","0100018421","F001","2017","N","2","N"
"00063181","00001","1100079410","001","2016","0100018423","F001","2017","N","2","N"
"00063182","00001","1100079411","001","2016","0100018425","F001","2017","N","2","N"
"00063183","00001","1100079412","001","2016","0100018427","F001","2017","N","2","N"
"00063184","00001","1100079413","001","2016","0100018429","F001","2017","N","2","N"
"00063185","00001","1100079414","001","2016","0100018431","F001","2017","N","2","N"
"00063186","00001","1100079415","001","2016","0100018433","F001","2017","N","2","N"
"00063187","00001","1100079416","001","2016","0100018435","F001","2017","N","2","N"
"00063188","00001","1100079418","001","2016","0100018437","F001","2017","N","2","N"
"00063189","00001","1100079420","001","2016","0100018439","F001","2017","N","2","N"
"00063190","00001","1100079421","001","2016","0100018441","F001","2017","N","2","N"
"00063191","00001","1100079422","001","2016","0100018443","F001","2017","N","2","N"
"00063192","00001","1100079423","001","2016","0100018445","F001","2017","N","2","N"
"00063193","00001","1100079424","001","2016","0100018447","F001","2017","N","2","N"
"00063194","00001","1100079426","001","2016","0100018449","F001","2017","N","2","N"
"00063195","00001","1100079427","001","2016","0100018451","F001","2017","N","2","N"
"00063196","00001","1100079429","001","2016","0100018453","F001","2017","N","2","N"
"00063197","00001","1100079430","001","2016","0100018455","F001","2017","N","2","N"
"00063198","00001","1100079432","001","2016","0100018457","F001","2017","N","2","N"
"00063199","00001","1100079433","001","2016","0100018459","F001","2017","N","2","N"
"00063200","00001","1100079435","001","2016","0100018461","F001","2017","N","2","N"
"00063201","00001","1100079436","001","2016","0100018463","F001","2017","N","2","N"
"00063202","00001","1100079437","001","2016","0100018465","F001","2017","N","2","N"
"00063203","00001","1100079438","001","2016","0100018467","F001","2017","N","2","N"
"00063204","00001","1100079439","001","2016","0100018469","F001","2017","N","2","N"
"00063205","00001","1100079440","001","2016","0100018471","F001","2017","N","2","N"
"00063206","00001","1100079442","001","2016","0100018473","F001","2017","N","2","N"
"00063207","00001","1100079444","001","2016","0100018475","F001","2017","N","2","N"
"00063208","00001","1100079447","001","2016","0100018477","F001","2017","N","2","N"
"00063209","00001","1100079448","001","2016","0100018479","F001","2017","N","2","N"
"00063210","00001","1100079449","001","2016","0100018481","F001","2017","N","2","N"
"00063211","00001","1100079450","001","2016","0100018483","F001","2017","N","2","N"
"00063212","00001","1100079451","001","2016","0100018485","F001","2017","N","2","N"
"00063213","00001","1100079452","001","2016","0100018487","F001","2017","N","2","N"
"00063214","00001","1100079453","001","2016","0100018489","F001","2017","N","2","N"
"00063215","00001","1100079455","001","2016","0100018491","F001","2017","N","2","N"
"00063216","00001","1100079456","001","2016","0100018493","F001","2017","N","2","N"
"00063217","00001","1100079457","001","2016","0100018495","F001","2017","N","2","N"
"00063218","00001","1100079458","001","2016","0100018497","F001","2017","N","2","N"
"00063219","00001","1100079459","001","2016","0100018499","F001","2017","N","2","N"
"00063220","00001","1100079461","001","2016","0100018501","F001","2017","N","2","N"
"00063221","00001","1100079462","001","2016","0100018503","F001","2017","N","2","N"
"00063222","00001","1100079463","001","2016","0100018505","F001","2017","N","2","N"
"00063223","00001","1100079464","001","2016","0100018507","F001","2017","N","2","N"
"00063224","00001","1100079465","001","2016","0100018509","F001","2017","N","2","N"
"00063225","00001","1100079466","001","2016","0100018511","F001","2017","N","2","N"
"00063226","00001","1100079467","001","2016","0100018513","F001","2017","N","2","N"
"00063227","00001","1100079469","001","2016","0100018515","F001","2017","N","2","N"
"00063228","00001","1100079470","001","2016","0100018517","F001","2017","N","2","N"
"00063229","00001","1100079471","001","2016","0100018519","F001","2017","N","2","N"
"00063230","00001","1100079472","001","2016","0100018521","F001","2017","N","2","N"
"00063231","00001","1100079473","001","2016","0100018523","F001","2017","N","2","N"
"00063232","00001","1100079475","001","2016","0100018525","F001","2017","N","2","N"
"00063233","00001","1100079476","001","2016","0100018527","F001","2017","N","2","N"
"00063234","00001","1100079477","001","2016","0100018529","F001","2017","N","2","N"
"00063235","00001","1100079478","001","2016","0100018531","F001","2017","N","2","N"
"00063236","00001","1100079479","001","2016","0100018533","F001","2017","N","2","N"
"00063237","00001","1100079480","001","2016","0100018535","F001","2017","N","2","N"
"00063238","00001","1100079481","001","2016","0100018537","F001","2017","N","2","N"
"00063239","00001","1100079482","001","2016","0100018539","F001","2017","N","2","N"
"00063240","00001","1100079483","001","2016","0100018541","F001","2017","N","2","N"
"00063241","00001","1100079484","001","2016","0100018543","F001","2017","N","2","N"
"00063242","00001","1100079486","001","2016","0100018545","F001","2017","N","2","N"
"00063243","00001","1100079487","001","2016","0100018547","F001","2017","N","2","N"
"00063244","00001","1100079488","001","2016","0100018549","F001","2017","N","2","N"
"00063245","00001","1100079489","001","2016","0100018551","F001","2017","N","2","N"
"00063246","00001","1100079490","001","2016","0100018553","F001","2017","N","2","N"
"00063247","00001","1100079494","001","2016","0100018555","F001","2017","N","2","N"
"00063248","00001","1100079496","001","2016","0100018557","F001","2017","N","2","N"
"00063249","00001","1100079498","001","2016","0100018559","F001","2017","N","2","N"
"00063250","00001","1100079499","001","2016","0100018561","F001","2017","N","2","N"
"00063251","00001","1100079500","001","2016","0100018563","F001","2017","N","2","N"
"00063252","00001","1100079501","001","2016","0100018565","F001","2017","N","2","N"
"00063253","00001","1100079502","001","2016","0100018567","F001","2017","N","2","N"
"00063254","00001","1100079503","001","2016","0100018569","F001","2017","N","2","N"
"00063255","00001","1100079504","001","2016","0100018571","F001","2017","N","2","N"
"00063256","00001","1100079505","001","2016","0100018573","F001","2017","N","2","N"
"00063257","00001","1100079507","001","2016","0100018575","F001","2017","N","2","N"
"00063258","00001","1100079508","001","2016","0100018577","F001","2017","N","2","N"
"00063259","00001","1100079509","001","2016","0100018579","F001","2017","N","2","N"
"00063260","00001","1100079510","001","2016","0100018581","F001","2017","N","2","N"
"00063261","00001","1100079511","001","2016","0100018583","F001","2017","N","2","N"
"00063262","00001","1100079512","001","2016","0100018585","F001","2017","N","2","N"
"00063263","00001","1100079514","001","2016","0100018587","F001","2017","N","2","N"
"00063264","00001","1100079516","001","2016","0100018589","F001","2017","N","2","N"
"00063265","00001","1100079518","001","2016","0100018591","F001","2017","N","2","N"
"00063266","00001","1100079519","001","2016","0100018593","F001","2017","N","2","N"
"00063267","00001","1100079520","001","2016","0100018595","F001","2017","N","2","N"
"00063268","00001","1100079521","001","2016","0100018597","F001","2017","N","2","N"
"00063269","00001","1100079522","001","2016","0100018599","F001","2017","N","2","N"
"00063270","00001","1100079523","001","2016","0100018601","F001","2017","N","2","N"
"00063271","00001","1100079524","001","2016","0100018603","F001","2017","N","2","N"
"00063272","00001","1100079526","001","2016","0100018605","F001","2017","N","2","N"
"00063273","00001","1100079527","001","2016","0100018607","F001","2017","N","2","N"
"00063274","00001","1100079528","001","2016","0100018609","F001","2017","N","2","N"
"00063275","00001","1100079529","001","2016","0100018611","F001","2017","N","2","N"
"00063276","00001","1100079530","001","2016","0100018613","F001","2017","N","2","N"
"00063277","00001","1100079531","001","2016","0100018615","F001","2017","N","2","N"
"00063278","00001","1100079532","001","2016","0100018617","F001","2017","N","2","N"
"00063279","00001","1100079533","001","2016","0100018619","F001","2017","N","2","N"
"00063280","00001","1100079534","001","2016","0100018621","F001","2017","N","2","N"
"00063281","00001","1100079535","001","2016","0100018623","F001","2017","N","2","N"
"00063282","00001","1100079536","001","2016","0100018625","F001","2017","N","2","N"
"00063283","00001","1100079537","001","2016","0100018627","F001","2017","N","2","N"
"00063284","00001","1100079539","001","2016","0100018629","F001","2017","N","2","N"
"00063285","00001","1100079540","001","2016","0100018631","F001","2017","N","2","N"
"00063286","00001","1100079541","001","2016","0100018633","F001","2017","N","2","N"
"00063287","00001","1100079543","001","2016","0100018635","F001","2017","N","2","N"
"00063288","00001","1100079544","001","2016","0100018637","F001","2017","N","2","N"
"00063289","00001","1100079545","001","2016","0100018639","F001","2017","N","2","N"
"00063290","00001","1100079546","001","2016","0100018641","F001","2017","N","2","N"
"00063291","00001","1100079547","001","2016","0100018643","F001","2017","N","2","N"
"00063292","00001","1100079548","001","2016","0100018645","F001","2017","N","2","N"
"00063293","00001","1100079549","001","2016","0100018647","F001","2017","N","2","N"
"00063294","00001","1100079550","001","2016","0100018649","F001","2017","N","2","N"
"00063295","00001","1100079551","001","2016","0100018651","F001","2017","N","2","N"
"00063296","00001","1100079552","001","2016","0100018653","F001","2017","N","2","N"
"00063297","00001","1100079553","001","2016","0100018655","F001","2017","N","2","N"
"00063298","00001","1100079554","001","2016","0100018657","F001","2017","N","2","N"
"00063299","00001","1100079555","001","2016","0100018659","F001","2017","N","2","N"
"00063300","00001","1100079556","001","2016","0100018661","F001","2017","N","2","N"
"00063301","00001","1100079557","001","2016","0100018663","F001","2017","N","2","N"
"00063302","00001","1100079558","001","2016","0100018665","F001","2017","N","2","N"
"00063303","00001","1100079559","001","2016","0100018667","F001","2017","N","2","N"
"00063304","00001","1100079561","001","2016","0100018669","F001","2017","N","2","N"
"00063305","00001","1100079562","001","2016","0100018671","F001","2017","N","2","N"
"00063306","00001","1100079563","001","2016","0100018673","F001","2017","N","2","N"
"00063307","00001","1100079564","001","2016","0100018675","F001","2017","N","2","N"
"00063308","00001","1100079565","001","2016","0100018677","F001","2017","N","2","N"
"00063309","00001","1100079566","001","2016","0100018679","F001","2017","N","2","N"
"00063310","00001","1100079567","001","2016","0100018681","F001","2017","N","2","N"
"00063311","00001","1100079568","001","2016","0100018683","F001","2017","N","2","N"
"00063312","00001","1100079569","001","2016","0100018685","F001","2017","N","2","N"
"00063313","00001","1100079570","001","2016","0100018687","F001","2017","N","2","N"
"00063314","00001","1100079571","001","2016","0100018689","F001","2017","N","2","N"
"00063315","00001","1100079572","001","2016","0100018691","F001","2017","N","2","N"
"00063316","00001","1100079573","001","2016","0100018693","F001","2017","N","2","N"
"00063317","00001","1100079574","001","2016","0100018695","F001","2017","N","2","N"
"00063318","00001","1100079575","001","2016","0100018697","F001","2017","N","2","N"
"00063319","00001","1100079577","001","2016","0100018699","F001","2017","N","2","N"
"00063320","00001","1100079579","001","2016","0100018701","F001","2017","N","2","N"
"00063321","00001","1100079582","001","2016","0100018703","F001","2017","N","2","N"
"00063322","00001","1100079583","001","2016","0100018705","F001","2017","N","2","N"
"00063323","00001","1100079584","001","2016","0100018707","F001","2017","N","2","N"
"00063324","00001","1100079585","001","2016","0100018709","F001","2017","N","2","N"
"00063325","00001","1100079586","001","2016","0100018711","F001","2017","N","2","N"
"00063326","00001","1100079588","001","2016","0100018713","F001","2017","N","2","N"
"00063327","00001","1100079589","001","2016","0100018715","F001","2017","N","2","N"
"00063328","00001","1100079590","001","2016","0100018717","F001","2017","N","2","N"
"00063329","00001","1100079591","001","2016","0100018719","F001","2017","N","2","N"
"00063330","00001","1100079592","001","2016","0100018721","F001","2017","N","2","N"
"00063331","00001","1100079593","001","2016","0100018723","F001","2017","N","2","N"
"00063332","00001","1100079596","001","2016","0100018725","F001","2017","N","2","N"
"00063333","00001","1100079597","001","2016","0100018727","F001","2017","N","2","N"
"00063334","00001","1100079599","001","2016","0100018729","F001","2017","N","2","N"
"00063335","00001","1100079601","001","2016","0100018731","F001","2017","N","2","N"
"00063336","00001","1100079602","001","2016","0100018733","F001","2017","N","2","N"
"00063337","00001","1100079604","001","2016","0100018735","F001","2017","N","2","N"
"00063338","00001","1100079605","001","2016","0100018737","F001","2017","N","2","N"
"00063339","00001","1100079606","001","2016","0100018739","F001","2017","N","2","N"
"00063340","00001","1100079607","001","2016","0100018741","F001","2017","N","2","N"
"00063341","00001","1100079608","001","2016","0100018743","F001","2017","N","2","N"
"00063342","00001","1100079611","001","2016","0100018745","F001","2017","N","2","N"
"00063343","00001","1100079612","001","2016","0100018747","F001","2017","N","2","N"
"00063344","00001","1100079613","001","2016","0100018749","F001","2017","N","2","N"
"00063345","00001","1100079614","001","2016","0100018751","F001","2017","N","2","N"
"00063346","00001","1100079615","001","2016","0100018753","F001","2017","N","2","N"
"00063347","00001","1100079616","001","2016","0100018755","F001","2017","N","2","N"
"00063348","00001","1100079617","001","2016","0100018757","F001","2017","N","2","N"
"00063349","00001","1100079618","001","2016","0100018759","F001","2017","N","2","N"
"00063350","00001","1100079619","001","2016","0100018761","F001","2017","N","2","N"
"00063351","00001","1100079620","001","2016","0100018763","F001","2017","N","2","N"
"00063352","00001","1100079621","001","2016","0100018765","F001","2017","N","2","N"
"00063353","00001","1100079623","001","2016","0100018767","F001","2017","N","2","N"
"00063354","00001","1100079624","001","2016","0100018769","F001","2017","N","2","N"
"00063355","00001","1100079625","001","2016","0100018771","F001","2017","N","2","N"
"00063356","00001","1100079626","001","2016","0100018773","F001","2017","N","2","N"
"00063357","00001","1100079627","001","2016","0100018775","F001","2017","N","2","N"
"00063358","00001","1100079628","001","2016","0100018777","F001","2017","N","2","N"
"00063359","00001","1100079629","001","2016","0100018779","F001","2017","N","2","N"
"00063360","00001","1100079630","001","2016","0100018781","F001","2017","N","2","N"
"00063361","00001","1100079631","001","2016","0100018783","F001","2017","N","2","N"
"00063362","00001","1100079632","001","2016","0100018785","F001","2017","N","2","N"
"00063363","00001","1100079634","001","2016","0100018787","F001","2017","N","2","N"
"00063364","00001","1100079635","001","2016","0100018789","F001","2017","N","2","N"
"00063365","00001","1100079636","001","2016","0100018791","F001","2017","N","2","N"
"00063366","00001","1100079637","001","2016","0100018793","F001","2017","N","2","N"
"00063367","00001","1100079638","001","2016","0100018795","F001","2017","N","2","N"
"00063368","00001","1100079639","001","2016","0100018797","F001","2017","N","2","N"
"00063369","00001","1100079640","001","2016","0100018799","F001","2017","N","2","N"
"00063370","00001","1100079641","001","2016","0100018801","F001","2017","N","2","N"
"00063371","00001","1100079642","001","2016","0100018803","F001","2017","N","2","N"
"00063372","00001","1100079643","001","2016","0100018805","F001","2017","N","2","N"
"00063373","00001","1100079644","001","2016","0100018807","F001","2017","N","2","N"
"00063374","00001","1100079645","001","2016","0100018809","F001","2017","N","2","N"
"00063375","00001","1100079646","001","2016","0100018811","F001","2017","N","2","N"
"00063376","00001","1100079647","001","2016","0100018813","F001","2017","N","2","N"
"00063377","00001","1100079649","001","2016","0100018815","F001","2017","N","2","N"
"00063378","00001","1100079650","001","2016","0100018817","F001","2017","N","2","N"
"00063379","00001","1100079651","001","2016","0100018819","F001","2017","N","2","N"
"00063380","00001","1100079652","001","2016","0100018821","F001","2017","N","2","N"
"00063381","00001","1100079653","001","2016","0100018823","F001","2017","N","2","N"
"00063382","00001","1100079654","001","2016","0100018825","F001","2017","N","2","N"
"00063383","00001","1100079655","001","2016","0100018827","F001","2017","N","2","N"
"00063384","00001","1100079656","001","2016","0100018829","F001","2017","N","2","N"
"00063385","00001","1100079657","001","2016","0100018831","F001","2017","N","2","N"
"00063386","00001","1100079658","001","2016","0100018833","F001","2017","N","2","N"
"00063387","00001","1100079659","001","2016","0100018835","F001","2017","N","2","N"
"00063388","00001","1100079660","001","2016","0100018837","F001","2017","N","2","N"
"00063389","00001","1100079662","001","2016","0100018839","F001","2017","N","2","N"
"00063390","00001","1100079663","001","2016","0100018841","F001","2017","N","2","N"
"00063391","00001","1100079664","001","2016","0100018843","F001","2017","N","2","N"
"00063392","00001","1100079665","001","2016","0100018845","F001","2017","N","2","N"
"00063393","00001","1100079666","001","2016","0100018847","F001","2017","N","2","N"
"00063394","00001","1100079668","001","2016","0100018849","F001","2017","N","2","N"
"00063395","00001","1100079669","001","2016","0100018851","F001","2017","N","2","N"
"00063396","00001","1100079670","001","2016","0100018853","F001","2017","N","2","N"
"00063397","00001","1100079671","001","2016","0100018855","F001","2017","N","2","N"
"00063398","00001","1100079672","001","2016","0100018857","F001","2017","N","2","N"
"00063399","00001","1100079673","001","2016","0100018859","F001","2017","N","2","N"
"00063400","00001","1100079674","001","2016","0100018861","F001","2017","N","2","N"
"00063401","00001","1100079675","001","2016","0100018863","F001","2017","N","2","N"
"00063402","00001","1100079677","001","2016","0100018865","F001","2017","N","2","N"
"00063403","00001","1100079678","001","2016","0100018867","F001","2017","N","2","N"
"00063404","00001","1100079680","001","2016","0100018869","F001","2017","N","2","N"
"00063405","00001","1100079681","001","2016","0100018871","F001","2017","N","2","N"
"00063406","00001","1100079683","001","2016","0100018873","F001","2017","N","2","N"
"00063407","00001","1100079684","001","2016","0100018875","F001","2017","N","2","N"
"00063408","00001","1100079686","001","2016","0100018877","F001","2017","N","2","N"
"00063409","00001","1100079687","001","2016","0100018879","F001","2017","N","2","N"
"00063410","00001","1100079688","001","2016","0100018881","F001","2017","N","2","N"
"00063411","00001","1100079689","001","2016","0100018883","F001","2017","N","2","N"
