CLIENT,COMPANYCODE,HOUSEBANK,HOUSEBANKACCOUNT,BANKSTATEMENT,BANKSTATEMENTSHORTID,BANKSTATEMENTITEM,FISCALYEAR,POSTINGDATE,VALUEDATE,CURRENCY,TRANSACTIONCURRENCY,AMOUNTINTRANSACTIONCURRENCY,DEBITCREDITCODE,PARTNERBANKCOUNTRY,PARTNERBANK,PARTNERBANKSWIFTCODE,PARTNERBANKACCOUNT,PARTNERBANKIBAN,BUSINESSPARTNERNAME,BANKLEDGERDOCUMENT,SUBLEDGERDOCUMENT,DOCUMENTREFERENCEID,PAYMENTADVICEACCOUNTTYPE,PAYMENTADVICEACCOUNT,ASSIGNMENTREFERENCE,PAYMENTREFERENCE,BANKSTATEMENTPOSTINGRULE,SUBLEDGERONACCOUNTDOCUMENT,PAYMENTADVICE,MEMOLINE,PAYMENTTRANSACTIONDESCRIPTION,CHEQUE,BANKPOSTINGKEY,PAYMENTTRANSACTION,PAYMENTEXTERNALTRANSACTYPE
"910","F001","DBK1","DB01","58201","00068799","00001","2017","20170131","20170131","EUR","EUR","48.00","H","","","","","","","0100029788","0100029789","","D","C0001","","","0001","","","11/00086561
","","","","",""
"910","F001","DBK1","DB01","58213","00068811","00001","2017","20170131","20170131","EUR","EUR","97.00","H","","","","","","","0100029815","0100029816","","D","C0001","","","0001","","","11/00086573
","","","","",""
"910","F001","DBK1","DB01","58216","00068814","00001","2017","20170131","20170131","EUR","EUR","60.00","H","","","","","","","0100029820","0100029821","","D","C0001","","","0001","","","110/0086575
","","","","",""
"910","F001","DBK1","DB01","58217","00068815","00001","2017","20170131","20170131","EUR","EUR","33.00","H","","","","","","","0100029822","0100029823","","D","C0001","","","0001","","","11/00086576
","","","","",""
"910","F001","DBK1","DB01","58231","00068829","00001","2017","20170131","20170131","EUR","EUR","74.00","H","","","","","","","0100029849","0100029850","","D","C0001","","","0001","","","1100086589
","","","","",""
"910","F001","DBK1","DB01","58239","00068837","00001","2017","20170131","20170131","EUR","EUR","24.00","H","","","","","","","0100029866","0100029867","","D","C0001","","","0001","","","110/086596
","","","","",""
"910","F001","DBK1","DB01","58244","00068843","00001","2017","20170131","20170131","EUR","EUR","62.00","H","","","","","","","0100029882","0100029884","","D","C0001","","","0001","","","1100086602
","","","","",""
"910","F001","DBK1","DB01","58249","00068848","00001","2017","20170131","20170131","EUR","EUR","72.00","H","","","","","","","0100029895","0100029896","","D","C0001","","","0001","","","1100086605
","","","","",""
"910","F001","DBK1","DB01","58250","00068849","00001","2017","20170131","20170131","EUR","EUR","95.00","H","","","","","","","0100029897","0100029898","","D","C0001","","","0001","","","1/00086606
","","","","",""
"910","F001","DBK1","DB01","58269","00068868","00001","2017","20170131","20170131","EUR","EUR","13.00","H","","","","","","","0100029949","0100029951","","D","C0001","","","0001","","","1100086621
","","","","",""
"910","F001","DBK1","DB01","58283","00068882","00001","2017","20170131","20170131","EUR","EUR","53.00","H","","","","","","","0100029978","0100029979","","D","C0001","","","0001","","","1100086630
","","","","",""
"910","F001","DBK1","DB01","58284","00068883","00001","2017","20170131","20170131","EUR","EUR","98.00","H","","","","","","","0100029980","0100029981","","D","C0001","","","0001","","","1/100086631
","","","","",""
"910","F001","DBK1","DB01","58287","00068886","00001","2017","20170131","20170131","EUR","EUR","42.00","H","","","","","","","0100029986","0100029987","","D","C0001","","","0001","","","1/00086633
","","","","",""
"910","F001","DBK1","DB01","58291","00068890","00001","2017","20170131","20170131","EUR","EUR","11.00","H","","","","","","","0100029993","0100029994","","D","C0001","","","0001","","","1100086638
","","","","",""
"910","F001","DBK1","DB01","58300","00068899","00001","2017","20170131","20170131","EUR","EUR","80.00","H","","","","","","","0100030012","0100030013","","D","C0001","","","0001","","","1100086650
","","","","",""
"910","F001","DBK1","DB01","58315","00068914","00001","2017","20170131","20170131","EUR","EUR","24.00","H","","","","","","","0100030042","0100030043","","D","C0001","","","0001","","","1100086665
","","","","",""
"910","F001","DBK1","DB01","58319","00068918","00001","2017","20170131","20170131","EUR","EUR","99.00","H","","","","","","","0100030050","0100030051","","D","C0001","","","0001","","","1100086670
","","","","",""
"910","F001","DBK1","DB01","58321","00068920","00001","2017","20170131","20170131","EUR","EUR","97.00","H","","","","","","","0100030054","0100030055","","D","C0001","","","0001","","","110 0086673
","","","","",""
"910","F001","DBK1","DB01","58327","00068926","00001","2017","20170131","20170131","EUR","EUR","90.00","H","","","","","","","0100030066","0100030067","","D","C0001","","","0001","","","110/0086679
","","","","",""
"910","F001","DBK1","DB01","58238","00068836","00001","2017","20170131","20170131","EUR","EUR","1190.00","H","","","","","","","0100029865","0100029871","","D","C0001","","","0001","","","","","","","",""
"910","F001","DBK1","DB01","58241","00068839","00001","2017","20170131","20170131","EUR","EUR","1190.00","H","","","","","","","0100029873","0100029878","","D","C0001","","","0001","","","","","","","",""
"910","F001","DBK1","DB01","58332","00068931","00001","2017","20170131","20170131","EUR","EUR","68.00","H","","","","","","","0100030076","0100030077","","D","C0001","","","0001","","","11 00086684
","","","","",""
"910","F001","DBK1","DB01","58345","00068944","00001","2017","20170131","20170131","EUR","EUR","18.00","H","","","","","","","0100030102","0100030103","","D","C0001","","","0001","","","1100086698
","","","","",""
"910","F001","DBK1","DB01","58354","00068953","00001","2017","20170131","20170131","EUR","EUR","31.00","H","","","","","","","0100030120","0100030121","","D","C0001","","","0001","","","1100086712
","","","","",""
"910","F001","DBK1","DB01","58366","00068965","00001","2017","20170131","20170131","EUR","EUR","93.00","H","","","","","","","0100030144","0100030145","","D","C0001","","","0001","","","110 0086725
","","","","",""
"910","F001","DBK1","DB01","58370","00068969","00001","2017","20170131","20170131","EUR","EUR","53.00","H","","","","","","","0100030152","0100030153","","D","C0001","","","0001","","","110 0086731
","","","","",""
"910","F001","DBK1","DB01","58407","00069006","00001","2017","20170131","20170131","EUR","EUR","98.00","H","","","","","","","0100030226","0100030227","","D","C0001","","","0001","","","1100086773
","","","","",""
"910","F001","DBK1","DB01","58441","00069040","00001","2017","20170131","20170131","EUR","EUR","36.00","H","","","","","","","0100030293","0100030294","","D","C0001","","","0001","","","11 00086812
","","","","",""
"910","F001","DBK1","DB01","58457","00069056","00001","2017","20170131","20170131","EUR","EUR","72.00","H","","","","","","","0100030325","0100030326","","D","C0001","","","0001","","","1100086831
","","","","",""
"910","F001","DBK1","DB01","58462","00069061","00001","2017","20170131","20170131","EUR","EUR","31.00","H","","","","","","","0100030335","0100030336","","D","C0001","","","0001","","","11/0086836
","","","","",""
"910","F001","DBK1","DB01","58479","00069078","00001","2017","20170131","20170131","EUR","EUR","94.00","H","","","","","","","0100030369","0100030370","","D","C0001","","","0001","","","1100086858
","","","","",""
"910","F001","DBK1","DB01","58481","00069080","00001","2017","20170131","20170131","EUR","EUR","13.00","H","","","","","","","0100030373","0100030374","","D","C0001","","","0001","","","11/0086862
","","","","",""
"910","F001","DBK1","DB01","58505","00069104","00001","2017","20170131","20170131","EUR","EUR","69.00","H","","","","","","","0100030421","0100030422","","D","C0001","","","0001","","","1/00086888
","","","","",""
"910","F001","DBK1","DB01","58520","00069119","00001","2017","20170131","20170131","EUR","EUR","33.00","H","","","","","","","0100030451","0100030452","","D","C0001","","","0001","","","1100086902
","","","","",""
"910","F001","DBK1","DB01","58529","00069128","00001","2017","20170131","20170131","EUR","EUR","56.00","H","","","","","","","0100030469","0100030470","","D","C0001","","","0001","","","1100086917
","","","","",""
"910","F001","DBK1","DB01","58530","00069129","00001","2017","20170131","20170131","EUR","EUR","79.00","H","","","","","","","0100030471","0100030472","","D","C0001","","","0001","","","1100086918
","","","","",""
"910","F001","DBK1","DB01","58540","00069139","00001","2017","20170131","20170131","EUR","EUR","74.00","H","","","","","","","0100030491","0100030492","","D","C0001","","","0001","","","11/0086928
","","","","",""
"910","F001","DBK1","DB01","58543","00069142","00001","2017","20170131","20170131","EUR","EUR","48.00","H","","","","","","","0100030497","0100030498","","D","C0001","","","0001","","","1 100086933
","","","","",""
"910","F001","DBK1","DB01","58545","00069144","00001","2017","20170131","20170131","EUR","EUR","75.00","H","","","","","","","0100030501","0100030502","","D","C0001","","","0001","","","1/100086935
","","","","",""
"910","F001","DBK1","DB01","58559","00069158","00001","2017","20170131","20170131","EUR","EUR","91.00","H","","","","","","","0100030529","0100030530","","D","C0001","","","0001","","","1/00086955
","","","","",""
"910","F001","DBK1","DB01","58566","00069165","00001","2017","20170131","20170131","EUR","EUR","84.00","H","","","","","","","0100030543","0100030544","","D","C0001","","","0001","","","1 100086962
","","","","",""
"910","F001","DBK1","DB01","58571","00069170","00001","2017","20170131","20170131","EUR","EUR","27.00","H","","","","","","","0100030553","0100030554","","D","C0001","","","0001","","","110/086968
","","","","",""
"910","F001","DBK1","DB01","58579","00069178","00001","2017","20170131","20170131","EUR","EUR","40.00","H","","","","","","","0100030569","0100030570","","D","C0001","","","0001","","","11/00086977
","","","","",""
"910","F001","DBK1","DB01","58583","00069182","00001","2017","20170131","20170131","EUR","EUR","18.00","H","","","","","","","0100030577","0100030578","","D","C0001","","","0001","","","110 0086982
","","","","",""
"910","F001","DBK1","DB01","58586","00069185","00001","2017","20170131","20170131","EUR","EUR","50.00","H","","","","","","","0100030583","0100030584","","D","C0001","","","0001","","","1100086985
","","","","",""
"910","F001","DBK1","DB01","58591","00069190","00001","2017","20170131","20170131","EUR","EUR","99.00","H","","","","","","","0100030593","0100030594","","D","C0001","","","0001","","","1100086992
","","","","",""
"910","F001","DBK1","DB01","58592","00069191","00001","2017","20170131","20170131","EUR","EUR","38.00","H","","","","","","","0100030595","0100030596","","D","C0001","","","0001","","","1/100086993
","","","","",""
"910","F001","DBK1","DB01","58594","00069193","00001","2017","20170131","20170131","EUR","EUR","53.00","H","","","","","","","0100030599","0100030600","","D","C0001","","","0001","","","1100086995
","","","","",""
"910","F001","DBK1","DB01","58614","00069213","00001","2017","20170131","20170131","EUR","EUR","74.00","H","","","","","","","0100030639","0100030640","","D","C0001","","","0001","","","110/0087019
","","","","",""
"910","F001","DBK1","DB01","58632","00069231","00001","2017","20170131","20170131","EUR","EUR","32.00","H","","","","","","","0100030675","0100030676","","D","C0001","","","0001","","","11/0087040
","","","","",""
"910","F001","DBK1","DB01","58633","00069232","00001","2017","20170131","20170131","EUR","EUR","61.00","H","","","","","","","0100030677","0100030678","","D","C0001","","","0001","","","1100087041
","","","","",""
"910","F001","DBK1","DB01","58641","00069240","00001","2017","20170131","20170131","EUR","EUR","17.00","H","","","","","","","0100030693","0100030694","","D","C0001","","","0001","","","1 100087050
","","","","",""
"910","F001","DBK1","DB01","58644","00069243","00001","2017","20170131","20170131","EUR","EUR","98.00","H","","","","","","","0100030699","0100030700","","D","C0001","","","0001","","","110 0087056
","","","","",""
"910","F001","DBK1","DB01","58661","00069260","00001","2017","20170131","20170131","EUR","EUR","76.00","H","","","","","","","0100030733","0100030734","","D","C0001","","","0001","","","1/00087075
","","","","",""
"910","F001","DBK1","DB01","58665","00069264","00001","2017","20170131","20170131","EUR","EUR","94.00","H","","","","","","","0100030741","0100030742","","D","C0001","","","0001","","","1100087078
","","","","",""
"910","F001","DBK1","DB01","58677","00069276","00001","2017","20170131","20170131","EUR","EUR","98.00","H","","","","","","","0100030765","0100030766","","D","C0001","","","0001","","","1100087090
","","","","",""
"910","F001","DBK1","DB01","58736","00069335","00001","2017","20170131","20170131","EUR","EUR","31.00","H","","","","","","","0100030883","0100030884","","D","C0001","","","0001","","","1100087161
","","","","",""
"910","F001","DBK1","DB01","58762","00069361","00001","2017","20170131","20170131","EUR","EUR","56.00","H","","","","","","","0100030935","0100030936","","D","C0001","","","0001","","","1 100087193
","","","","",""
"910","F001","DBK1","DB01","58769","00069368","00001","2017","20170131","20170131","EUR","EUR","12.00","H","","","","","","","0100030949","0100030950","","D","C0001","","","0001","","","1/100087201
","","","","",""
"910","F001","DBK1","DB01","58770","00069369","00001","2017","20170131","20170131","EUR","EUR","96.00","H","","","","","","","0100030951","0100030952","","D","C0001","","","0001","","","1100087202
","","","","",""
"910","F001","DBK1","DB01","58772","00069371","00001","2017","20170131","20170131","EUR","EUR","37.00","H","","","","","","","0100030955","0100030956","","D","C0001","","","0001","","","1100087204
","","","","",""
"910","F001","DBK1","DB01","58793","00069392","00001","2017","20170131","20170131","EUR","EUR","12.00","H","","","","","","","0100030996","0100030997","","D","C0001","","","0001","","","1100087228
","","","","",""
"910","F001","DBK1","DB01","58802","00069401","00001","2017","20170131","20170131","EUR","EUR","69.00","H","","","","","","","0100031014","0100031015","","D","C0001","","","0001","","","1100087239
","","","","",""
"910","F001","DBK1","DB01","58806","00069405","00001","2017","20170131","20170131","EUR","EUR","21.00","H","","","","","","","0100031022","0100031023","","D","C0001","","","0001","","","1100087244
","","","","",""
"910","F001","DBK1","DB01","58825","00069424","00001","2017","20170131","20170131","EUR","EUR","45.00","H","","","","","","","0100031060","0100031061","","D","C0001","","","0001","","","1100087266
","","","","",""
"910","F001","DBK1","DB01","58831","00069430","00001","2017","20170131","20170131","EUR","EUR","33.00","H","","","","","","","0100031072","0100031073","","D","C0001","","","0001","","","11 00087272
","","","","",""
"910","F001","DBK1","DB01","58832","00069431","00001","2017","20170131","20170131","EUR","EUR","39.00","H","","","","","","","0100031074","0100031075","","D","C0001","","","0001","","","110/0087273
","","","","",""
"910","F001","DBK1","DB01","58840","00069439","00001","2017","20170131","20170131","EUR","EUR","84.00","H","","","","","","","0100031090","0100031091","","D","C0001","","","0001","","","1/00087284
","","","","",""
"910","F001","DBK1","DB01","58848","00069447","00001","2017","20170131","20170131","EUR","EUR","67.00","H","","","","","","","0100031106","0100031107","","D","C0001","","","0001","","","1100087296
","","","","",""
"910","F001","DBK1","DB01","58851","00069450","00001","2017","20170131","20170131","EUR","EUR","96.00","H","","","","","","","0100031112","0100031113","","D","C0001","","","0001","","","1 100087299
","","","","",""
"910","F001","DBK1","DB01","58855","00069454","00001","2017","20170131","20170131","EUR","EUR","12.00","H","","","","","","","0100031120","0100031121","","D","C0001","","","0001","","","110/0087303
","","","","",""
"910","F001","DBK1","DB01","58862","00069461","00001","2017","20170131","20170131","EUR","EUR","29.00","H","","","","","","","0100031134","0100031135","","D","C0001","","","0001","","","110/0087310
","","","","",""
"910","F001","DBK1","DB01","58874","00069473","00001","2017","20170131","20170131","EUR","EUR","59.00","H","","","","","","","0100031158","0100031159","","D","C0001","","","0001","","","1100087322
","","","","",""
"910","F001","DBK1","DB01","58876","00069475","00001","2017","20170131","20170131","EUR","EUR","47.00","H","","","","","","","0100031162","0100031163","","D","C0001","","","0001","","","11/00087325
","","","","",""
"910","F001","DBK1","DB01","58883","00069482","00001","2017","20170131","20170131","EUR","EUR","65.00","H","","","","","","","0100031176","0100031177","","D","C0001","","","0001","","","110/0087334
","","","","",""
"910","F001","DBK1","DB01","58905","00069504","00001","2017","20170131","20170131","EUR","EUR","84.00","H","","","","","","","0100031220","0100031221","","D","C0001","","","0001","","","1100087361
","","","","",""
"910","F001","DBK1","DB01","58933","00069532","00001","2017","20170131","20170131","EUR","EUR","61.00","H","","","","","","","0100031276","0100031277","","D","C0001","","","0001","","","1100087393
","","","","",""
"910","F001","DBK1","DB01","58941","00069540","00001","2017","20170131","20170131","EUR","EUR","36.00","H","","","","","","","0100031292","0100031293","","D","C0001","","","0001","","","110 0087401
","","","","",""
"910","F001","DBK1","DB01","58946","00069545","00001","2017","20170131","20170131","EUR","EUR","16.00","H","","","","","","","0100031302","0100031303","","D","C0001","","","0001","","","1100087407
","","","","",""
"910","F001","DBK1","DB01","58948","00069547","00001","2017","20170131","20170131","EUR","EUR","60.00","H","","","","","","","0100031306","0100031307","","D","C0001","","","0001","","","110 0087409
","","","","",""
"910","F001","DBK1","DB01","58953","00069552","00001","2017","20170131","20170131","EUR","EUR","59.00","H","","","","","","","0100031316","0100031317","","D","C0001","","","0001","","","110/0087414
","","","","",""
"910","F001","DBK1","DB01","58981","00069580","00001","2017","20170131","20170131","EUR","EUR","53.00","H","","","","","","","0100031372","0100031373","","D","C0001","","","0001","","","1100087448
","","","","",""
"910","F001","DBK1","DB01","58984","00069583","00001","2017","20170131","20170131","EUR","EUR","22.00","H","","","","","","","0100031378","0100031379","","D","C0001","","","0001","","","1100087452
","","","","",""
"910","F001","DBK1","DB01","58986","00069585","00001","2017","20170131","20170131","EUR","EUR","61.00","H","","","","","","","0100031382","0100031383","","D","C0001","","","0001","","","1100087456
","","","","",""
"910","F001","DBK1","DB01","58990","00069589","00001","2017","20170131","20170131","EUR","EUR","21.00","H","","","","","","","0100031390","0100031391","","D","C0001","","","0001","","","1/00087462
","","","","",""
"910","F001","DBK1","DB01","58995","00069594","00001","2017","20170131","20170131","EUR","EUR","55.00","H","","","","","","","0100031400","0100031401","","D","C0001","","","0001","","","1100087467
","","","","",""
"910","F001","DBK1","DB01","59012","00069611","00001","2017","20170131","20170131","EUR","EUR","11.00","H","","","","","","","0100031434","0100031435","","D","C0001","","","0001","","","1/00087487
","","","","",""
"910","F001","DBK1","DB01","59026","00069625","00001","2017","20170131","20170131","EUR","EUR","42.00","H","","","","","","","0100031462","0100031463","","D","C0001","","","0001","","","1100087505
","","","","",""
"910","F001","DBK1","DB01","59028","00069627","00001","2017","20170131","20170131","EUR","EUR","66.00","H","","","","","","","0100031466","0100031467","","D","C0001","","","0001","","","1100087509
","","","","",""
"910","F001","DBK1","DB01","59045","00069644","00001","2017","20170131","20170131","EUR","EUR","59.00","H","","","","","","","0100031499","0100031500","","D","C0001","","","0001","","","110/0087526
","","","","",""
"910","F001","DBK1","DB01","59047","00069646","00001","2017","20170131","20170131","EUR","EUR","63.00","H","","","","","","","0100031505","0100031506","","D","C0001","","","0001","","","110 0087528
","","","","",""
"910","F001","DBK1","DB01","59050","00069649","00001","2017","20170131","20170131","EUR","EUR","20.00","H","","","","","","","0100031513","0100031514","","D","C0001","","","0001","","","1100087531
","","","","",""
"910","F001","DBK1","DB01","59051","00069650","00001","2017","20170131","20170131","EUR","EUR","20.00","H","","","","","","","0100031515","0100031516","","D","C0001","","","0001","","","1100087533
","","","","",""
"910","F001","DBK1","DB01","59060","00069659","00001","2017","20170131","20170131","EUR","EUR","30.00","H","","","","","","","0100031533","0100031534","","D","C0001","","","0001","","","1100087545
","","","","",""
"910","F001","DBK1","DB01","59065","00069664","00001","2017","20170131","20170131","EUR","EUR","69.00","H","","","","","","","0100031543","0100031544","","D","C0001","","","0001","","","1100087550
","","","","",""
"910","F001","DBK1","DB01","59066","00069665","00001","2017","20170131","20170131","EUR","EUR","21.00","H","","","","","","","0100031545","0100031546","","D","C0001","","","0001","","","11/00087552
","","","","",""
"910","F001","DBK1","DB01","59084","00069683","00001","2017","20170131","20170131","EUR","EUR","11.00","H","","","","","","","0100031581","0100031582","","D","C0001","","","0001","","","110/087575
","","","","",""
"910","F001","DBK1","DB01","59088","00069687","00001","2017","20170131","20170131","EUR","EUR","54.00","H","","","","","","","0100031589","0100031590","","D","C0001","","","0001","","","1100087580
","","","","",""
"910","F001","DBK1","DB01","59093","00069692","00001","2017","20170131","20170131","EUR","EUR","21.00","H","","","","","","","0100031599","0100031600","","D","C0001","","","0001","","","1100087585
","","","","",""
"910","F001","DBK1","DB01","59095","00069694","00001","2017","20170131","20170131","EUR","EUR","83.00","H","","","","","","","0100031603","0100031604","","D","C0001","","","0001","","","11 00087588
","","","","",""
"910","F001","DBK1","DB01","59096","00069695","00001","2017","20170131","20170131","EUR","EUR","15.00","H","","","","","","","0100031605","0100031606","","D","C0001","","","0001","","","110/0087589
","","","","",""
"910","F001","DBK1","DB01","59098","00069697","00001","2017","20170131","20170131","EUR","EUR","66.00","H","","","","","","","0100031609","0100031610","","D","C0001","","","0001","","","1/00087591
","","","","",""
"910","F001","DBK1","DB01","59108","00069707","00001","2017","20170131","20170131","EUR","EUR","65.00","H","","","","","","","0100031629","0100031630","","D","C0001","","","0001","","","11/0087601
","","","","",""
"910","F001","DBK1","DB01","59115","00069714","00001","2017","20170131","20170131","EUR","EUR","85.00","H","","","","","","","0100031643","0100031644","","D","C0001","","","0001","","","11/0087610
","","","","",""
"910","F001","DBK1","DB01","59119","00069718","00001","2017","20170131","20170131","EUR","EUR","43.00","H","","","","","","","0100031651","0100031652","","D","C0001","","","0001","","","1100087614
","","","","",""
"910","F001","DBK1","DB01","59125","00069724","00001","2017","20170131","20170131","EUR","EUR","60.00","H","","","","","","","0100031663","0100031664","","D","C0001","","","0001","","","110/087623
","","","","",""
"910","F001","DBK1","DB01","59126","00069725","00001","2017","20170131","20170131","EUR","EUR","73.00","H","","","","","","","0100031665","0100031666","","D","C0001","","","0001","","","11/00087624
","","","","",""
"910","F001","DBK1","DB01","59131","00069730","00001","2017","20170131","20170131","EUR","EUR","73.00","H","","","","","","","0100031675","0100031676","","D","C0001","","","0001","","","1100087631
","","","","",""
"910","F001","DBK1","DB01","59135","00069734","00001","2017","20170131","20170131","EUR","EUR","75.00","H","","","","","","","0100031683","0100031684","","D","C0001","","","0001","","","11 00077759
","","","","",""
"910","F001","DBK1","DB01","59139","00069738","00001","2017","20170131","20170131","EUR","EUR","66.00","H","","","","","","","0100031691","0100031692","","D","C0001","","","0001","","","1100087641
","","","","",""
"910","F001","DBK1","DB01","59152","00069751","00001","2017","20170131","20170131","EUR","EUR","53.00","H","","","","","","","0100031717","0100031718","","D","C0001","","","0001","","","1/100087656
","","","","",""
"910","F001","DBK1","DB01","59176","00069775","00001","2017","20170131","20170131","EUR","EUR","93.00","H","","","","","","","0100031765","0100031766","","D","C0001","","","0001","","","11/0087686
","","","","",""
"910","F001","DBK1","DB01","59182","00069781","00001","2017","20170131","20170131","EUR","EUR","70.00","H","","","","","1234567890","","0100031777","0100031778","","D","C0001","","","0001","","","1100077760
","","","","",""
"910","F001","DBK1","DB01","59193","00069792","00001","2017","20170131","20170131","EUR","EUR","38.00","H","","","","","","","0100031799","0100031800","","D","C0001","","","0001","","","11/0087707
","","","","",""
"910","F001","DBK1","DB01","59196","00069796","00001","2017","20170131","20170131","EUR","EUR","62.00","H","","","","","","","0100031805","0100031806","","D","C0001","","","0001","","","1100087710
","","","","",""
"910","F001","DBK1","DB01","59281","00069816","00001","2017","20170131","20170131","EUR","EUR","95.00","H","","","","","","","0100031843","0100031844","","D","C0001","","","0001","","","1100087729
","","","","",""
"910","F001","DBK1","DB01","59502","00069829","00001","2017","20170131","20170131","EUR","EUR","65.00","H","","","","","","","0100031873","0100031874","","D","C0001","","","0001","","","11 00087742
","","","","",""
"910","F001","DBK1","DB01","59510","00069837","00001","2017","20170131","20170131","EUR","EUR","76.00","H","","","","","","","0100031889","0100031890","","D","C0001","","","0001","","","1 100087752
","","","","",""
"910","F001","DBK1","DB01","59515","00069842","00001","2017","20170131","20170131","EUR","EUR","93.00","H","","","","","","","0100031899","0100031900","","D","C0001","","","0001","","","110/087757
","","","","",""
"910","F001","DBK1","DB01","59518","00069845","00001","2017","20170131","20170131","EUR","EUR","32.00","H","","","","","","","0100031905","0100031906","","D","C0001","","","0001","","","1100087760
","","","","",""
"910","F001","DBK1","DB01","59520","00069847","00001","2017","20170131","20170131","EUR","EUR","58.00","H","","","","","","","0100031909","0100031910","","D","C0001","","","0001","","","11 00087762
","","","","",""
"910","F001","DBK1","DB01","59528","00069855","00001","2017","20170131","20170131","EUR","EUR","59.00","H","","","","","","","0100031925","0100031926","","D","C0001","","","0001","","","1100087772
","","","","",""
"910","F001","DBK1","DB01","59615","00069897","00001","2017","20170131","20170131","EUR","EUR","83.00","H","","","","","","","0100032008","0100032009","","D","C0001","","","0001","","","1100087824
","","","","",""
"910","F001","DBK1","DB01","59618","00069900","00001","2017","20170131","20170131","EUR","EUR","77.00","H","","","","","","","0100032014","0100032015","","D","C0001","","","0001","","","1100087827
","","","","",""
"910","F001","DBK1","DB01","59636","00069918","00001","2017","20170131","20170131","EUR","EUR","72.00","H","","","","","","","0100032050","0100032051","","D","C0001","","","0001","","","110/0087848
","","","","",""
"910","F001","DBK1","DB01","59641","00069923","00001","2017","20170131","20170131","EUR","EUR","68.00","H","","","","","","","0100032060","0100032061","","D","C0001","","","0001","","","1100087854
","","","","",""
"910","F001","DBK1","DB01","59642","00069924","00001","2017","20170131","20170131","EUR","EUR","23.00","H","","","","","","","0100032062","0100032063","","D","C0001","","","0001","","","1100087855
","","","","",""
"910","F001","DBK1","DB01","59646","00069928","00001","2017","20170131","20170131","EUR","EUR","18.00","H","","","","","","","0100032070","0100032071","","D","C0001","","","0001","","","1/100087859
","","","","",""
"910","F001","DBK1","DB01","59661","00069943","00001","2017","20170131","20170131","EUR","EUR","40.00","H","","","","","","","0100032100","0100032101","","D","C0001","","","0001","","","1100087873
","","","","",""
"910","F001","DBK1","DB01","59663","00069945","00001","2017","20170131","20170131","EUR","EUR","66.00","H","","","","","","","0100032104","0100032105","","D","C0001","","","0001","","","1100087876
","","","","",""
"910","F001","DBK1","DB01","59667","00069949","00001","2017","20170131","20170131","EUR","EUR","35.00","H","","","","","","","0100032112","0100032113","","D","C0001","","","0001","","","1/100087881
","","","","",""
"910","F001","DBK1","DB01","59676","00069958","00001","2017","20170131","20170131","EUR","EUR","18.00","H","","","","","","","0100032130","0100032131","","D","C0001","","","0001","","","1100087893
","","","","",""
"910","F001","DBK1","DB01","59679","00069961","00001","2017","20170131","20170131","EUR","EUR","83.00","H","","","","","","","0100032136","0100032137","","D","C0001","","","0001","","","110 0087897
","","","","",""
"910","F001","DBK1","DB01","59695","00069977","00001","2017","20170131","20170131","EUR","EUR","15.00","H","","","","","","","0100032168","0100032169","","D","C0001","","","0001","","","1/100087917
","","","","",""
"910","F001","DBK1","DB01","59697","00069979","00001","2017","20170131","20170131","EUR","EUR","46.00","H","","","","","","","0100032172","0100032173","","D","C0001","","","0001","","","1/00087919
","","","","",""
"910","F001","DBK1","DB01","59701","00069983","00001","2017","20170131","20170131","EUR","EUR","97.00","H","","","","","","","0100032180","0100032181","","D","C0001","","","0001","","","1100087925
","","","","",""
"910","F001","DBK1","DB01","59708","00069990","00001","2017","20170131","20170131","EUR","EUR","59.00","H","","","","","","","0100032195","0100032196","","D","C0001","","","0001","","","1100087982
","","","","",""
"910","F001","DBK1","DB01","59713","00069995","00001","2017","20170131","20170131","EUR","EUR","96.00","H","","","","","","","0100032205","0100032206","","D","C0001","","","0001","","","110 0087987
","","","","",""
"910","F001","DBK1","DB01","59721","00070003","00001","2017","20170131","20170131","EUR","EUR","43.00","H","","","","","","","0100032221","0100032222","","D","C0001","","","0001","","","110/0087996
","","","","",""
"910","F001","DBK1","DB01","59722","00070004","00001","2017","20170131","20170131","EUR","EUR","90.00","H","","","","","","","0100032223","0100032224","","D","C0001","","","0001","","","1/100087999
","","","","",""
"910","F001","DBK1","DB01","59726","00070008","00001","2017","20170131","20170131","EUR","EUR","16.00","H","","","","","","","0100032231","0100032232","","D","C0001","","","0001","","","11/0088004
","","","","",""
"910","F001","DBK1","DB01","59731","00070013","00001","2017","20170131","20170131","EUR","EUR","16.00","H","","","","","","","0100032241","0100032242","","D","C0001","","","0001","","","1100088011
","","","","",""
"910","F001","DBK1","DB01","59772","00070054","00001","2017","20170131","20170131","EUR","EUR","76.00","H","","","","","","","0100032325","0100032326","","D","C0001","","","0001","","","1100088056
","","","","",""
"910","F001","DBK1","DB01","59777","00070059","00001","2017","20170131","20170131","EUR","EUR","34.00","H","","","","","","","0100032335","0100032336","","D","C0001","","","0001","","","11 00088061
","","","","",""
"910","F001","DBK1","DB01","59796","00070078","00001","2017","20170131","20170131","EUR","EUR","20.00","H","","","","","","","0100032373","0100032374","","D","C0001","","","0001","","","110/0088086
","","","","",""
