CLIENT,COMPANYCODE,FISCALYEAR,ACCOUNTINGDOCUMENT,ACCOUNTINGDOCUMENTITEM,ACCOUNTINGDOCUMENTTYPE,POSTINGDATE,DOCUMENTREFERENCEID,ASSIGNMENTREFERENCE,PAYMENTREFERENCE,BILLINGDOCUMENT,CLEARINGDOCFISCALYEAR,CLEARINGACCOUNTINGDOCUMENT,CLEARINGDATE,COMPANYCODECURRENCY,TRANSACTIONCURRENCY,AMOUNTINCOMPANYCODECURRENCY,AMOUNTINTRANSACTIONCURRENCY,TAXAMOUNTINCOCODECRCY,TAXAMOUNT,CASHDISCOUNTAMTINCOCODECRCY,CASHDISCOUNTAMOUNT,DEBITCREDITCODE,DOCUMENTITEMTEXT,FINANCIALACCOUNTTYPE,INVOICEREFERENCE,INVOICEREFERENCEFISCALYEAR,INVOICEITEMREFERENCE,FOLLOWONDOCUMENTTYPE,DEBTOR,ORGANIZATIONBPNAME1,ORGANIZATIONBPNAME2,ORGANIZATIONBPNAME3,ORGANIZATIONBPNAME4,CITYNAME,COUNTRY,PARTNERCOMPANY
"910","F001","2017","1100077340","001","DR","20170127","","","","","2017","0100014257","20170127","EUR","EUR","1190.00","1190.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2017","1100077344","001","DR","20170127","","","","","2017","0100014260","20170127","EUR","EUR","1190.00","1190.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2017","1100077345","001","DR","20170127","","","","","2017","0100014260","20170127","EUR","EUR","1190.00","1190.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2017","1100077350","001","DR","20170127","","","","","2017","0100014263","20170127","EUR","EUR","1190.00","1190.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2017","1100077351","001","DR","20170127","","","","","2017","0100014263","20170127","EUR","EUR","1190.00","1190.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2017","1100077352","001","DR","20170127","","","","","2017","0100014265","20170127","EUR","EUR","1190.00","1190.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2017","1100077353","001","DR","20170127","","","","","2017","0100014265","20170127","EUR","EUR","1190.00","1190.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2017","1100077354","001","DR","20170127","","","","","2017","0100014267","20170127","EUR","EUR","1190.00","1190.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2017","1100077355","001","DR","20170127","","","","","2017","0100014267","20170127","EUR","EUR","1190.00","1190.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2017","1100077361","001","DR","20170127","","","","","2017","0100014277","20170127","EUR","EUR","1190.00","1190.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2017","1100077360","001","DR","20170127","","","","","2017","0100014277","20170127","EUR","EUR","1190.00","1190.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2017","0100014280","002","DZ","20170127","DBK1 DB01 17257","0006085000001","","","2017","0100014282","20170127","EUR","EUR","2380.00","2380.00","0.00","0.00","0.00","0.00","H","1100077 1100077
","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2017","1100077364","001","DR","20170127","","","","","2017","0100014282","20170127","EUR","EUR","1190.00","1190.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2017","1100077365","001","DR","20170127","","","","","2017","0100014282","20170127","EUR","EUR","1190.00","1190.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2017","0100014284","002","DZ","20170127","DBK1 DB01 17259","0006085200001","","","2017","0100014286","20170127","EUR","EUR","2380.00","2380.00","0.00","0.00","0.00","0.00","H","1100077 1100077
","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2017","1100077366","001","DR","20170127","","","","","2017","0100014286","20170127","EUR","EUR","1190.00","1190.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2017","1100077367","001","DR","20170127","","","","","2017","0100014286","20170127","EUR","EUR","1190.00","1190.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2017","1100077368","001","DR","20170127","","","","","2017","0100014288","20170127","EUR","EUR","1190.00","1190.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2017","1100077369","001","DR","20170127","","","","","2017","0100014288","20170127","EUR","EUR","1190.00","1190.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2017","1100077383","001","DR","20170127","","","","","2017","0100014298","20170127","EUR","EUR","1190.00","1190.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2017","1100077382","001","DR","20170127","","","","","2017","0100014298","20170127","EUR","EUR","1190.00","1190.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2017","1100077386","001","DR","20170127","","","","","2017","0100014301","20170127","EUR","EUR","1190.00","1190.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2017","1100077387","001","DR","20170127","","","","","2017","0100014301","20170127","EUR","EUR","1190.00","1190.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2017","1100077408","001","DR","20170127","","","","","2017","0100014339","20170127","EUR","USD","1190.00","952.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2017","1100077409","001","DR","20170127","","","","","2017","0100014343","20170127","EUR","USD","1487.50","1190.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2017","1100077410","001","DR","20170127","","","","","2017","0100014347","20170127","EUR","EUR","1190.00","1190.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2017","1100077417","001","DR","20170127","","","","","2017","0100014371","20170127","EUR","EUR","150.00","150.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2017","1100077418","001","DR","20170127","","","","","2017","0100014371","20170127","EUR","EUR","200.00","200.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2017","1100077423","001","DR","20170127","","","","","2017","0100014403","20170127","EUR","EUR","1190.00","1190.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2017","1100077430","001","DR","20170127","","","","","2017","0100014529","20170127","EUR","EUR","1190.00","1190.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2017","1100077431","001","DR","20170127","","","","","2017","0100014529","20170127","EUR","EUR","1190.00","1190.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2017","1100077434","001","DR","20170127","","","","","2017","0100014534","20170127","EUR","EUR","1190.00","1190.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2017","1100077435","001","DR","20170127","","","","","2017","0100014534","20170127","EUR","EUR","1190.00","1190.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2017","1100077438","001","DR","20170127","","","","","2017","0100014556","20170127","EUR","EUR","1190.00","1190.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2017","1100077439","001","DR","20170127","","","","","2017","0100014556","20170127","EUR","EUR","1190.00","1190.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2017","1100077440","001","DR","20170127","","","","","2017","0100014558","20170127","EUR","EUR","1190.00","1190.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2017","1100077441","001","DR","20170127","","","","","2017","0100014558","20170127","EUR","EUR","1190.00","1190.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2017","1100077445","001","DR","20170127","","","","","2017","0100014562","20170127","EUR","EUR","1190.00","1190.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2017","1100077444","001","DR","20170127","","","","","2017","0100014562","20170127","EUR","EUR","1190.00","1190.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2017","0100014561","002","DZ","20170127","DBK1 DB01 17436","0006103000001","","","2017","0100014562","20170127","EUR","EUR","2380.00","2380.00","0.00","0.00","0.00","0.00","H","1100077 1100077
","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2017","0100014564","002","DZ","20170127","DBK1 DB01 17437","0006103100001","","","2017","0100014565","20170127","EUR","EUR","2380.00","2380.00","0.00","0.00","0.00","0.00","H","1100077 1100077
","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2017","1100077446","001","DR","20170127","","","","","2017","0100014565","20170127","EUR","EUR","1190.00","1190.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2017","1100077447","001","DR","20170127","","","","","2017","0100014565","20170127","EUR","EUR","1190.00","1190.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2017","1100077448","001","DR","20170127","","","","","2017","0100014567","20170127","EUR","EUR","1190.00","1190.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2017","1100077449","001","DR","20170127","","","","","2017","0100014567","20170127","EUR","EUR","1190.00","1190.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2017","1100077462","001","DR","20170127","","","","","2017","0100014577","20170127","EUR","EUR","1190.00","1190.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2017","1100077463","001","DR","20170127","","","","","2017","0100014577","20170127","EUR","EUR","1190.00","1190.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2017","1100077467","001","DR","20170127","","","","","2017","0100014582","20170127","EUR","EUR","1190.00","1190.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2017","1100077466","001","DR","20170127","","","","","2017","0100014582","20170127","EUR","EUR","1190.00","1190.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2017","0100014580","002","DZ","20170127","DBK1 DB01 17443","0006103700001","","","2017","0100014582","20170127","EUR","EUR","2380.00","2380.00","0.00","0.00","0.00","0.00","H","1100077 1100077
","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2017","0100014581","002","DZ","20170127","DBK1 DB01 17443","0006103700002","","","2017","0100014583","20170127","EUR","EUR","4760.00","4760.00","0.00","0.00","0.00","0.00","H","1100077 1100077 1100077 1100077
","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2017","1100077468","001","DR","20170127","","","","","2017","0100014583","20170127","EUR","EUR","1190.00","1190.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2017","1100077469","001","DR","20170127","","","","","2017","0100014583","20170127","EUR","EUR","1190.00","1190.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2017","1100077470","001","DR","20170127","","","","","2017","0100014583","20170127","EUR","EUR","1190.00","1190.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2017","1100077471","001","DR","20170127","","","","","2017","0100014583","20170127","EUR","EUR","1190.00","1190.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2017","1100077473","001","DR","20170127","","","","","2017","0100014588","20170127","EUR","EUR","1190.00","1190.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2017","1100077472","001","DR","20170127","","","","","2017","0100014588","20170127","EUR","EUR","1190.00","1190.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2017","0100014586","002","DZ","20170127","DBK1 DB01 17444","0006103800001","","","2017","0100014588","20170127","EUR","EUR","2380.00","2380.00","0.00","0.00","0.00","0.00","H","1100077 1100077
","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2017","0100014587","002","DZ","20170127","DBK1 DB01 17444","0006103800002","","","2017","0100014589","20170127","EUR","EUR","4760.00","4760.00","0.00","0.00","0.00","0.00","H","1100077 1100077 1100077 1100077
","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2017","1100077474","001","DR","20170127","","","","","2017","0100014589","20170127","EUR","EUR","1190.00","1190.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2017","1100077475","001","DR","20170127","","","","","2017","0100014589","20170127","EUR","EUR","1190.00","1190.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2017","1100077476","001","DR","20170127","","","","","2017","0100014589","20170127","EUR","EUR","1190.00","1190.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2017","1100077477","001","DR","20170127","","","","","2017","0100014589","20170127","EUR","EUR","1190.00","1190.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2016","1100077095","001","DR","20161221","","","","","2017","0100014922","20170127","EUR","EUR","51.00","51.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0002","Cool Werkzeug GmbH","","","","Berlin","DE",""
"910","F001","2016","1100077096","001","DR","20161201","","","","","2017","0100014924","20170127","EUR","EUR","56.00","56.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2016","1100077098","001","DR","20161121","","","","","2017","0100014927","20170127","EUR","EUR","96.00","96.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2016","1100077100","001","DR","20161221","","","","","2017","0100014930","20170127","EUR","EUR","18.00","18.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0002","Cool Werkzeug GmbH","","","","Berlin","DE",""
"910","F001","2016","1100077106","001","DR","20161116","","","","","2017","0100014936","20170127","EUR","EUR","20.00","20.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2016","1100077107","001","DR","20161031","","","","","2017","0100014938","20170127","EUR","EUR","32.00","32.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0002","Cool Werkzeug GmbH","","","","Berlin","DE",""
"910","F001","2016","1100077108","001","DR","20161220","","","","","2017","0100014940","20170127","EUR","EUR","34.00","34.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0003","Buff and Sand PLC","","","","Manchester","GB",""
"910","F001","2016","1100077109","001","DR","20161113","","","","","2017","0100014942","20170127","EUR","EUR","71.00","71.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0002","Cool Werkzeug GmbH","","","","Berlin","DE",""
"910","F001","2016","1100077110","001","DR","20161101","","","","","2017","0100014944","20170127","EUR","EUR","33.00","33.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2016","1100077111","001","DR","20161201","","","","","2017","0100014946","20170127","EUR","EUR","39.00","39.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2016","1100077113","001","DR","20161113","","","","","2017","0100014948","20170127","EUR","EUR","83.00","83.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0003","Buff and Sand PLC","","","","Manchester","GB",""
"910","F001","2016","1100077116","001","DR","20161220","","","","","2017","0100014950","20170127","EUR","EUR","22.00","22.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2016","1100077119","001","DR","20161112","","","","","2017","0100014954","20170127","EUR","EUR","99.00","99.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2016","1100077120","001","DR","20161112","","","","","2017","0100014956","20170127","EUR","EUR","52.00","52.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2016","1100077121","001","DR","20161201","","","","","2017","0100014958","20170127","EUR","EUR","77.00","77.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0002","Cool Werkzeug GmbH","","","","Berlin","DE",""
"910","F001","2016","1100077123","001","DR","20161227","","","","","2017","0100014960","20170127","EUR","EUR","30.00","30.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2016","1100077128","001","DR","20161227","","","","","2017","0100014965","20170127","EUR","EUR","53.00","53.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2016","1100077133","001","DR","20161210","","","","","2017","0100014970","20170127","EUR","EUR","87.00","87.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2016","1100077134","001","DR","20161227","","","","","2017","0100014972","20170127","EUR","EUR","97.00","97.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0003","Buff and Sand PLC","","","","Manchester","GB",""
"910","F001","2016","1100077137","001","DR","20161210","","","","","2017","0100014976","20170127","EUR","EUR","43.00","43.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2016","1100077138","001","DR","20161106","","","","","2017","0100014978","20170127","EUR","EUR","51.00","51.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0002","Cool Werkzeug GmbH","","","","Berlin","DE",""
"910","F001","2016","1100077139","001","DR","20161112","","","","","2017","0100014980","20170127","EUR","EUR","41.00","41.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0003","Buff and Sand PLC","","","","Manchester","GB",""
"910","F001","2016","1100077140","001","DR","20161222","","","","","2017","0100014982","20170127","EUR","EUR","96.00","96.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0003","Buff and Sand PLC","","","","Manchester","GB",""
"910","F001","2016","1100077142","001","DR","20161214","","","","","2017","0100014984","20170127","EUR","EUR","76.00","76.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0003","Buff and Sand PLC","","","","Manchester","GB",""
"910","F001","2016","1100077143","001","DR","20161119","","","","","2017","0100014986","20170127","EUR","EUR","57.00","57.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0003","Buff and Sand PLC","","","","Manchester","GB",""
"910","F001","2016","1100077144","001","DR","20161225","","","","","2017","0100014988","20170127","EUR","EUR","31.00","31.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0003","Buff and Sand PLC","","","","Manchester","GB",""
"910","F001","2016","1100077145","001","DR","20161104","","","","","2017","0100014990","20170127","EUR","EUR","39.00","39.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0003","Buff and Sand PLC","","","","Manchester","GB",""
"910","F001","2016","1100077146","001","DR","20161114","","","","","2017","0100014992","20170127","EUR","EUR","60.00","60.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0002","Cool Werkzeug GmbH","","","","Berlin","DE",""
"910","F001","2016","1100077151","001","DR","20161203","","","","","2017","0100014998","20170127","EUR","EUR","81.00","81.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2016","1100077152","001","DR","20161113","","","","","2017","0100015000","20170127","EUR","EUR","42.00","42.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2016","1100077161","001","DR","20161110","","","","","2017","0100015009","20170127","EUR","EUR","59.00","59.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0003","Buff and Sand PLC","","","","Manchester","GB",""
"910","F001","2016","1100077162","001","DR","20161202","","","","","2017","0100015011","20170127","EUR","EUR","39.00","39.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0003","Buff and Sand PLC","","","","Manchester","GB",""
"910","F001","2016","1100077163","001","DR","20161223","","","","","2017","0100015013","20170127","EUR","EUR","93.00","93.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2016","1100077164","001","DR","20161216","","","","","2017","0100015015","20170127","EUR","EUR","40.00","40.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0003","Buff and Sand PLC","","","","Manchester","GB",""
"910","F001","2016","1100077165","001","DR","20161111","","","","","2017","0100015017","20170127","EUR","EUR","50.00","50.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2016","1100077166","001","DR","20161207","","","","","2017","0100015019","20170127","EUR","EUR","13.00","13.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2016","1100077169","001","DR","20161030","","","","","2017","0100015023","20170127","EUR","EUR","80.00","80.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0003","Buff and Sand PLC","","","","Manchester","GB",""
"910","F001","2016","1100077170","001","DR","20161226","","","","","2017","0100015025","20170127","EUR","EUR","51.00","51.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0003","Buff and Sand PLC","","","","Manchester","GB",""
"910","F001","2016","1100077172","001","DR","20161101","","","","","2017","0100015027","20170127","EUR","EUR","35.00","35.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2016","1100077174","001","DR","20161105","","","","","2017","0100015029","20170127","EUR","EUR","22.00","22.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0003","Buff and Sand PLC","","","","Manchester","GB",""
"910","F001","2016","1100077188","001","DR","20161101","","","","","2017","0100015040","20170127","EUR","EUR","93.00","93.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0002","Cool Werkzeug GmbH","","","","Berlin","DE",""
"910","F001","2016","1100077189","001","DR","20161224","","","","","2017","0100015042","20170127","EUR","EUR","75.00","75.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0002","Cool Werkzeug GmbH","","","","Berlin","DE",""
"910","F001","2016","1100077190","001","DR","20161203","","","","","2017","0100015044","20170127","EUR","EUR","75.00","75.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0003","Buff and Sand PLC","","","","Manchester","GB",""
"910","F001","2016","1100077193","001","DR","20161224","","","","","2017","0100015048","20170127","EUR","EUR","96.00","96.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2016","1100077199","001","DR","20161202","","","","","2017","0100015055","20170127","EUR","EUR","42.00","42.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0003","Buff and Sand PLC","","","","Manchester","GB",""
"910","F001","2016","1100077200","001","DR","20161120","","","","","2017","0100015057","20170127","EUR","EUR","40.00","40.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0002","Cool Werkzeug GmbH","","","","Berlin","DE",""
"910","F001","2016","1100077202","001","DR","20161211","","","","","2017","0100015059","20170127","EUR","EUR","23.00","23.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0002","Cool Werkzeug GmbH","","","","Berlin","DE",""
"910","F001","2016","1100077203","001","DR","20161205","","","","","2017","0100015061","20170127","EUR","EUR","48.00","48.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0003","Buff and Sand PLC","","","","Manchester","GB",""
"910","F001","2016","1100077204","001","DR","20161126","","","","","2017","0100015063","20170127","EUR","EUR","33.00","33.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0003","Buff and Sand PLC","","","","Manchester","GB",""
"910","F001","2016","1100077205","001","DR","20161107","","","","","2017","0100015065","20170127","EUR","EUR","72.00","72.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
